id,symbol,name,nameid,rank,price_usd,percent_change_24h,percent_change_1h,percent_change_7d,price_btc,market_cap_usd,volume24,volume24a,csupply,tsupply,msupply
237,QTUM,Qtum,qtum,169,2.52,-3.08,0.79,-21.80,0.000030,265416064.15,50603024.41510848,52792197.56830513,105469445.00,107822406,107822406
136475,DEUSD,Elixir deUSD,elixir-deusd,170,1.00,-0.02,-0.02,-0.01,0.000012,263753543.79,533083.2784033804,124635.32459673643,263694799.00,263694799.39,
64721,ACH,Alchemy Pay,alchemy-pay,171,0.030501,0.06,0.34,-20.04,3.68E-7,260667219.21,40955268.21541618,42551954.8843477,8546082374.00,9999999999,10000000000
32334,ZIL,Zilliqa,zilliqa,172,0.013295,-3.01,0.84,-10.93,1.60E-7,258612534.72,20212081.614381157,16826958.53727812,19451648044.00,20137603470.121,21000000000
111457,MOG,Mog Coin,mog-coin,173,6.42E-7,-4.62,2.41,-19.71,7.74E-12,250665617.66,106256.75386021669,226393.6426220982,390567526433220.00,390570159911439,420690000000000
46642,WEMIX,Wemix Token,wemix-token,174,0.615135,-12.20,2.02,-19.34,0.000007,250540968.77,21135343.56034539,1454854.193983011,407294576.00,529520894.19367,1000000000
184,BAT,Basic Attention Token,basic-attention-token,175,0.165662,-1.29,1.04,-9.91,0.000002,247773131.11,14528140.29320121,12956958.337910188,1495658356.00,1500000000,1500000000
97137,ORDI,Ordinals,ordinals,176,11.79,-7.54,0.80,-7.01,0.000142,247607733.33,89512617.76677468,74198705.0090228,21000000.00,21000000,21000000
33157,VTHO,VeThor Token,vethor-token,177,0.002903,-4.49,0.49,-15.91,3.50E-8,246096231.41,6313839.281287997,4334105.884202948,84767748547.00,84767748547,
2729,ZRX,0x,0x,178,0.289698,-1.57,0.93,-10.85,0.000003,245778899.11,35547539.94093695,33776628.90119782,848396562.00,1000000000,1000000000
32686,HOT,Holo,holo,179,0.001391,-1.47,0.40,-13.73,1.68E-8,243204110.49,10699272.811326087,8935863.009249628,174843716635.00,177619433541,
33433,LPT,Livepeer,livepeer,180,6.53,-6.81,0.76,-11.49,0.000079,241992599.55,26984749.92381372,29402689.66679225,37085165.00,37085165.421705,
94301,STIK,Staika,staika,181,5.09,-3.16,0.05,-2.60,0.000061,231012532.87,8235364.7892304165,10306651.582827372,45356213.00,249999913.63861,250000000
131339,ZKJ,Polyhedra Network,polyhedra-network,182,2.04,0.86,-0.07,-1.54,0.000025,229799427.31,8636176.039491862,14581571.625295918,112502998.00,1000000000,1000000000
94287,SNEK,Snek,snek,183,0.003069,-11.72,3.68,-34.50,3.70E-8,228222227.45,1990782.3271684498,1430211.2946430913,74354019500.00,75454019500,76715880000
141201,PNUT,Peanut the Squirrel,peanut-the-squirrel,184,0.227538,17.46,3.59,60.89,0.000003,227504632.45,447119938.77059525,378468441.7602838,999853790.00,999853790.21588,1000000000
47375,MASK,Mask Network,mask-network,185,2.21,-0.52,0.04,0.84,0.000027,221091111.11,39754342.76606478,29971603.917338613,100000000.00,100000000,100000000
126769,MEW,cat in a dogs world,mew,186,0.002477,3.65,0.86,-12.90,2.99E-8,220217467.85,62172379.98596223,34594754.97390185,88888888888.00,88888888888,88888888888
2708,GAS,Gas,gas,187,3.33,-5.20,0.86,-16.59,0.000040,216608041.30,10548232.289982384,6779367.638288036,64992331.00,64992331,
44425,CELO,Celo,celo,188,0.386781,-0.70,0.99,-11.87,0.000005,216423722.28,18419119.21208606,16032904.879742553,559550708.00,1000000000,1000000000
48829,CVX,Convex Finance,convex-finance,189,2.22,-6.93,1.08,-9.55,0.000027,215847922.50,11625330.557375934,8680133.335608536,97393194.00,99831265,100000000
183,SC,Siacoin,siacoin,190,0.003650,-0.59,0.81,-10.55,4.40E-8,210768865.97,21507233.16399259,21648671.56978443,57740391700.00,57769785000,
64669,OSMO,Osmosis,osmosis,191,0.297894,-4.57,0.70,-13.48,0.000004,209556822.96,7018795.126883989,7012005.822792589,703461901.00,997684351.13613,1000000000
111431,TOSHI,Toshi,toshi,192,0.000497,-4.38,-0.53,-17.74,6.00E-9,209121230.32,1771110.5029495058,1811382.6059884194,420690000000.00,420690000000,
48567,ONE,Harmony,harmony,193,0.014125,-3.34,1.16,-12.57,1.70E-7,202886662.31,19394096.884734783,12999547.668287238,14363971727.00,14363971727.763,14363971727.763
126771,ETHFI,ether.fi,ether-fi-ethfi,194,0.925885,-4.04,0.71,-19.46,0.000011,202624931.23,116309880.0248481,111606998.52804667,218844542.00,1000000000,1000000000
2581,ENJ,Enjin Coin,enjin-coin,195,0.112019,-2.37,1.24,-10.69,0.000001,200780736.61,15624843.171078488,13634533.598787684,1792378526.00,1862040155.9003,1862040155.9003
64733,SAVAX,BENQI Liquid Staked AVAX,benqi-liquid-staked-avax,196,25.71,-5.61,0.70,-13.17,0.000310,200174265.34,305541.87277329876,322592.54165422806,7785400.00,7785400.5107559,
135605,UXLINK,UXLINK,uxlink,197,0.586242,-4.30,0.11,-10.24,0.000007,198267051.83,449418040.6297991,560582622.3983415,338200000.00,1000000000,1000000000
144615,AIC,AI Companions,ai-companions,198,0.262851,-3.84,1.23,-24.16,0.000003,197137796.14,9463464.18410063,9796596.27404258,749999700.00,1000000000,1000000000
136329,MOCA,Moca Network,mocaverse,199,0.120404,-3.90,0.61,-9.65,0.000001,196724114.60,32746379.007361118,44327277.04815462,1633865250.00,8888888888,8888888888
32382,TRAC,OriginTrail,origintrail,200,0.392283,-0.72,1.67,-20.97,0.000005,196139699.43,1404166.9437100927,1240626.9607094512,499995031.00,500000000,500000000
